ID,ID_IAU,PARENT,PARENT_IAU,EPOCH,A_SEMI_MAJOR_AXIS_KM,EC_ECCENTRICITY,W_ARG_PERIAPSIS_DEG,MA_MEAN_ANOMALY_DEG,IN_INCLINATION_DEG,OM_LONGITUDE_ASCENDING_NODE_DEG,PR_SIDEREAL_ORBIT_PERIOD_SEC,AXIAL_TILT_DEG,MEAN_RADIUS_KM,GM_KM3/S2,PERIOD_SEC,RETROGRADE_ROT,MODEL_TYPE,GROUP,BODY_TYPE
Psyche,16,Sol,10,2451545,436910364.5,0.1382,229.12,335.59,3.09,150.47,157511611,0,111,1.601,15105,FALSE,TerrestrialBody,Asteroid,Asteroid
Lutetia,21,Sol,10,2451545,364380543.7,0.1617,250.12,314.42,3.07,80.95,119965625,0,49,0.1134,29395,FALSE,TerrestrialBody,Asteroid,Asteroid
Ida,243,Sol,10,2451545,427803555.0,0.0458,112.29,244.33,1.14,324.38,152612686,0,16,0.00275,16682,TRUE,TerrestrialBody,Asteroid,Asteroid
Mathilde,253,Sol,10,2451545,396013358.0,0.2655,156.31,225.72,6.71,179.86,135921702,0,26.4,0.00689,1503720,FALSE,TerrestrialBody,Asteroid,Asteroid
Eros,433,Sol,10,2451545,218164470.2,0.2228,178.65,57.69,10.83,304.42,55577638,0,8.42,0.0004463,18972,FALSE,TerrestrialBody,Asteroid,Asteroid
Gaspra,951,Sol,10,2451545,330524608.9,0.1736,129.31,96.50,4.10,253.32,103640560,0,6.1,0.00017,255351,FALSE,TerrestrialBody,Asteroid,Asteroid
Steins,2867,Sol,10,2451545,353425647.5,0.1470,250.15,177.82,9.95,55.64,114596445,0,2.58,0.000105,21776,FALSE,TerrestrialBody,Asteroid,Asteroid
Toutatis,4179,Sol,10,2451545,375572911.4,0.6343,274.68,283.83,0.47,128.37,125535178,0,1.25,0.000001268,633600,FALSE,TerrestrialBody,Asteroid,Asteroid
Annefrank,5535,Sol,10,2451545,331063940.8,0.0639,8.31,250.75,4.25,120.75,103894336,0,2.4,0.00032,54432,FALSE,TerrestrialBody,Asteroid,Asteroid
Braille,9969,Sol,10,2451545,350269427.1,0.4335,355.35,44.73,28.95,242.16,113064795,0,1.37,0.00000052,815040,FALSE,TerrestrialBody,Asteroid,Asteroid
Itokawa,25143,Sol,10,2451545,198209060.2,0.2805,160.14,44.09,1.72,71.61,48129273,0,0.165,0.0000000021,43675,FALSE,TerrestrialBody,Asteroid,Asteroid
Quaoar,50000,Sol,10,2451545,6452606018.7,0.0395,163.79,258.96,8.01,189.08,8939778833,0,543,95.6,63644,FALSE,TerrestrialBody,Asteroid,Asteroid
Didymos,65803,Sol,10,2451545,245651314.9,0.3832,318.89,65.75,3.40,73.45,66405292,0,0.358,0.000000003489,8136,FALSE,TerrestrialBody,Asteroid,Asteroid
Sedna,90377,Sol,10,2451545,82257554868.9,0.8610,310.73,357.90,11.93,144.32,406900051690,0,453,266.9,36982,FALSE,TerrestrialBody,Asteroid,Asteroid
Orcus,90482,Sol,10,2457388.5,5904635091.6,0.2180,73.00,174.60,20.56,268.57,7825527936,0,455,38.56,47484,FALSE,TerrestrialBody,Asteroid,Asteroid
Bennu,101955,Sol,10,2451545,168884531.2,0.2047,65.67,35.42,6.03,2.18,37853746,0,0.241,4.89159447E-09,15466,FALSE,TerrestrialBody,Asteroid,Asteroid
Salacia,120347,Sol,10,2451545,6318299044.3,0.1028,312.05,96.76,23.95,280.18,8662122416,0,452.5,32.444,21924,FALSE,TerrestrialBody,Asteroid,Asteroid
Haumea,136108,Sol,10,2457388.5,6478322875.6,0.1895,239.66,211.02,28.19,121.84,8993276272,0,809,264.41,14094,FALSE,TerrestrialBody,Asteroid,Asteroid
Eris,136199,Sol,10,2451545,10193574955.5,0.4325,150.85,194.29,43.74,36.13,17750632487,0,1163,1079,1365120,FALSE,TerrestrialBody,Asteroid,Asteroid
Ryugu,162173,Sol,10,2451545,177879939.3,0.1900,211.27,288.65,5.88,251.73,40918011,0,0.448,0.00000003,27477,FALSE,TerrestrialBody,Asteroid,Asteroid
Kagara,469705,Sol,10,2451545,6575008855.8,0.0868,75.55,316.31,2.87,118.02,9195356355,0,69,0.0837,34740,FALSE,TerrestrialBody,Asteroid,Asteroid
Arrokoth,486958,Sol,10,2451545,6593333612.4,0.0397,189.44,278.09,2.45,159.20,9233824748,0,10.78,0.0000499571355,57376,FALSE,TerrestrialBody,Asteroid,Asteroid
Dimorphos,120065803,Didymos,20065803,2457388.5,1.2,0.0182,175.10,360.00,162.72,159.33,44514,0,0.074,2.98047E-10,42912,FALSE,TerrestrialBody,Asteroid,Asteroid
Dysnomia,120136199,Eris,20136199,2451545,37274.5,0.0061,177.31,114.55,45.51,126.16,1364011,0,350,9.56,0,FALSE,TerrestrialBody,Asteroid,Asteroid
Haunu,120469705,Kagara,20469705,2451545,7681.4,0.6935,179.22,77.06,33.45,4.15,11032664,0,60,0.2803,0,FALSE,TerrestrialBody,Asteroid,Asteroid
Hiaka,120136108,Haumea,20136108,2451545,49214.5,0.0551,135.31,303.36,104.94,202.35,4236764,0,160,1.194,35280,FALSE,TerrestrialBody,Asteroid,Asteroid
Namaka,220136108,Haumea,20136108,2451545,24718.9,0.2419,121.48,356.54,98.26,191.76,1498645,0,85,0.036,0,FALSE,TerrestrialBody,Asteroid,Asteroid
Vanth,120090482,Orcus,20090482,2451545,12727.8,0.2946,5.10,0.19,104.28,53.36,1583689,0,221.5,3.47,0,FALSE,TerrestrialBody,Asteroid,Asteroid
Weywot,120050000,Quaoar,20050000,2451545,13529.9,0.2516,329.80,188.01,167.85,267.06,1011828,0,82.5,0.04783,0,FALSE,TerrestrialBody,Asteroid,Asteroid
Dactyl,243,Ida,243,2451545,90.0,0.2000,155.50,176.80,8.00,13.00,0,0,0.7,0.00000003470636,0,FALSE,TerrestrialBody,Asteroid,Asteroid
Oumuamua,DES=3788040,Sol,10,2451545,-190416022.7,1.2029,239.32,-4433.25,123.07,20.16,0,0,0.2,1.6E-11,28573,FALSE,TerrestrialBody,Interstellar,Asteroid
Halley,90000030,Sol,10,2451545,2681019348.5,0.9673,112.45,65.85,162.20,59.51,2394274685,0,5.5,0.00001468,190080,FALSE,Comet,Comet,Comet
Borrelly,90000305,Sol,10,2451545,540428215.1,0.6236,353.33,270.69,30.32,75.42,216686110,0,2.4,0.000001335,45000,FALSE,Comet,Comet,Comet
Tempel 1,90000192,Sol,10,2451545,466496515.9,0.5190,178.91,359.80,10.54,68.97,173778746,0,3,0.00000504,146520,FALSE,Comet,Comet,Comet
Wild 2,90000860,Sol,10,2451545,515417669.6,0.5386,41.89,149.68,3.24,136.14,201819444,0,2.1,0.000001535,146880,FALSE,Comet,Comet,Comet
Hartley 2,90000955,Sol,10,2451545,515555499.7,0.7005,180.78,114.05,13.62,219.93,201900404,0,0.8,0.00000002,65160,FALSE,Comet,Comet,Comet
Churyumov-Gerasimnko,90000701,Sol,10,2451545,525238086.1,0.6314,11.35,216.23,7.12,50.99,207614827,0,1.7,0.000000662,44640,FALSE,Comet,Comet,Comet
