ID,ID_JPLREF,PARENT,PARENT_JPLREF,EPOCH,REF_FRAME,A_SEMI_MAJOR_AXIS_KM,EC_ECCENTRICITY,W_ARG_PERIAPSIS_DEG,TP_TIME_DAYS,MA_MEAN_ANOMALY_DEG,IN_INCLINATION_DEG,OM_LONGITUDE_ASCENDING_NODE_DEG,PR_SIDEREAL_ORBIT_PERIOD_SEC,ROT_FRAME,TILT_OBLIQUITY_DEG,TILT_AZIMUTH_DEG,PARENT_ROT_LONG,MEAN_RADIUS_KM,GM_KM3/S2,SIDEREAL_PERIOD_SEC,RETROGRADE_ROT,GROUP,BODY_TYPE
S2019_S_01,65093,Saturn,699,2451545.0,Ecliptic,11247500.192,0.6458,86.590,-45.3094,36.615,42.451,185.572,38462697,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2019_S_02,65094,Saturn,699,2451545.0,Ecliptic,16560593.091,0.2907,103.706,384.3928,184.928,176.18,95.703,68746078,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_03,65095,Saturn,699,2451545.0,Ecliptic,17080180.873,0.2384,129.417,-342.3217,150.098,165.294,244.023,71987763,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_04,65103,Saturn,699,2451545.0,Ecliptic,17946821.763,0.4255,247.018,363.3049,217.579,169.029,301.353,77594881,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_05,65110,Saturn,699,2451545.0,Ecliptic,19089302.2,0.2002,321.510,-165.2568,59.289,156.469,271.094,85092958,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_06,65116,Saturn,699,2451545.0,Ecliptic,18205818.958,0.0859,287.304,444.3653,185.212,48.348,154.181,79237924,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Inuit,MinorBody
S2019_S_07,65118,Saturn,699,2451545.0,Ecliptic,20193052.681,0.2414,6.005,70.7007,336.358,173.599,226.663,92517180,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_08,65119,Saturn,699,2451545.0,Ecliptic,20287758.195,0.3289,144.999,-92.9510,31.502,174.794,168.680,93213539,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_09,65120,Saturn,699,2451545.0,Ecliptic,20371918.085,0.4461,316.279,339.7899,244.724,163.22,114.150,93711116,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_10,65122,Saturn,699,2451545.0,Ecliptic,20704636.219,0.2263,352.720,-450.5279,149.609,161.046,274.727,96076143,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_11,65124,Saturn,699,2451545.0,Ecliptic,20669292.651,0.5123,28.130,511.0898,190.634,142.746,327.591,95827078,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_12,65126,Saturn,699,2451545.0,Ecliptic,20902685.833,0.4829,240.168,452.4511,220.907,167.101,324.686,97424580,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_13,65128,Saturn,699,2451545.0,Ecliptic,20976532.528,0.3173,219.631,-428.4885,138.322,178.736,302.125,97914122,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_14,65133,Saturn,699,2451545.0,Ecliptic,17857866.238,0.0847,303.778,292.4386,240.330,48.843,149.572,76946700,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2019_S_15,65134,Saturn,699,2451545.0,Ecliptic,21204433.769,0.2422,18.103,183.1635,302.816,156.542,22.004,99503519,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_16,65144,Saturn,699,2451545.0,Ecliptic,23252515.984,0.2534,280.596,29.3525,351.889,162.527,206.761,114475317,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_17,65145,Saturn,699,2451545.0,Ecliptic,22742353.771,0.5833,316.896,-145.9862,40.522,159.716,125.201,110502300,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_18,65146,Saturn,699,2451545.0,Ecliptic,23115489.085,0.4964,304.460,70.5987,340.582,153.927,230.582,113552703,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_19,65147,Saturn,699,2451545.0,Ecliptic,23040071.097,0.4465,305.715,88.2890,336.024,150.964,248.291,112852259,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_20,65148,Saturn,699,2451545.0,Ecliptic,23711209.396,0.3196,198.650,296.7330,281.055,155.114,176.488,117544383,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_21,65156,Saturn,699,2451545.0,Ecliptic,26416564.657,0.1508,16.612,58.8193,346.552,170.376,342.766,138696183,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_22,65179,Saturn,699,2451545.0,Ecliptic,11308263.934,0.4775,100.501,169.7859,223.081,43.982,21.051,38774160,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2019_S_23,65180,Saturn,699,2451545.0,Ecliptic,11312758.2,0.1496,81.500,-1.3104,1.048,49.267,356.325,38800564,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2019_S_24,65181,Saturn,699,2451545.0,Ecliptic,11364381.021,0.4791,74.660,-100.2039,79.339,44.518,205.332,39059220,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2019_S_25,65182,Saturn,699,2451545.0,Ecliptic,11332401.712,0.2159,73.783,1.2649,358.985,49.397,213.687,38898844,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2019_S_26,65183,Saturn,699,2451545.0,Ecliptic,11394328.792,0.3497,111.187,-207.8050,164.279,50.729,119.691,39215940,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2019_S_27,65184,Saturn,699,2451545.0,Ecliptic,16269535.727,0.4631,97.439,-332.8861,151.925,167.06,115.274,66928317,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_28,65185,Saturn,699,2451545.0,Ecliptic,17504746.271,0.2282,95.295,125.7625,308.120,157.249,268.284,74657704,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_29,65186,Saturn,699,2451545.0,Ecliptic,17345103.794,0.3795,332.602,-321.2192,133.836,38.784,306.997,73753019,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2019_S_30,65187,Saturn,699,2451545.0,Ecliptic,17714852.215,0.1086,5.587,417.5978,187.442,167.813,356.834,76029477,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_31,65188,Saturn,699,2451545.0,Ecliptic,17734168.612,0.4458,37.715,-84.5195,35.188,42.204,173.701,76225622,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2019_S_32,65189,Saturn,699,2451545.0,Ecliptic,17974444.3,0.433,281.557,-49.9467,19.830,43.142,218.133,77648397,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Inuit,MinorBody
S2019_S_33,65190,Saturn,699,2451545.0,Ecliptic,18715559.374,0.2788,46.965,302.3039,245.696,171.185,186.642,82471738,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_34,65191,Saturn,699,2451545.0,Ecliptic,18451231.087,0.5498,226.880,-200.6339,78.263,37.056,169.355,80822638,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2019_S_35,65192,Saturn,699,2451545.0,Ecliptic,18544810.716,0.5552,180.900,267.5095,259.254,155.254,63.209,81561540,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_36,65193,Saturn,699,2451545.0,Ecliptic,19922626.469,0.1632,278.558,-419.9961,145.228,165.96,353.384,90583384,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_37,65194,Saturn,699,2451545.0,Ecliptic,20002323.114,0.3125,355.168,-390.1240,135.897,144.293,273.452,91219141,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_38,65195,Saturn,699,2451545.0,Ecliptic,22039419.534,0.3909,303.474,-454.8043,138.412,162.512,216.471,105258900,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_39,65196,Saturn,699,2451545.0,Ecliptic,23775997.144,0.1003,326.720,-361.1639,92.512,172.682,272.996,118337216,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_40,65197,Saturn,699,2451545.0,Ecliptic,24103370.053,0.0918,242.287,47.3652,347.668,162.845,44.501,120603781,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_41,65198,Saturn,699,2451545.0,Ecliptic,24517064.1,0.2599,39.959,160.3241,320.860,156.349,11.400,123664139,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_42,65199,Saturn,699,2451545.0,Ecliptic,24099961.502,0.1382,84.012,32.3480,351.847,161.188,318.159,120785040,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2019_S_43,65200,Saturn,699,2451545.0,Ecliptic,26704024.046,0.3141,108.293,242.0255,306.141,169.157,115.944,140477760,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2019_S_44,65201,Saturn,699,2451545.0,Ecliptic,26811825.496,0.516,332.605,126.3720,330.783,171.256,223.188,141532739,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_01,65096,Saturn,699,2451545.0,Ecliptic,11341307.595,0.4449,73.134,-2.6033,2.080,47.246,161.697,38946718,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2020_S_02,65097,Saturn,699,2451545.0,Ecliptic,17874389.503,0.1503,130.760,-46.8360,19.050,173.215,96.145,77056497,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_03,65102,Saturn,699,2451545.0,Ecliptic,18056340.902,0.028,316.670,-336.7646,136.727,46.727,216.819,78264662,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2020_S_04,65105,Saturn,699,2451545.0,Ecliptic,18251384.168,0.3787,157.598,-473.5629,178.900,46.506,67.821,79446303,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2020_S_05,65106,Saturn,699,2451545.0,Ecliptic,18397087.394,0.1641,285.846,331.7742,231.957,48.625,214.907,80454721,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2020_S_06,65127,Saturn,699,2451545.0,Ecliptic,21275526.445,0.4891,28.027,279.5053,271.201,166.273,7.119,99948479,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_07,65132,Saturn,699,2451545.0,Ecliptic,17399572.244,0.5261,298.538,350.8300,216.006,164.323,175.607,74004538,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_08,65140,Saturn,699,2451545.0,Ecliptic,21952808.124,0.2676,45.158,601.2596,180.999,162.466,41.854,105028384,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_09,65151,Saturn,699,2451545.0,Ecliptic,25444621.532,0.5318,170.872,-186.5833,46.585,156.932,15.031,130669978,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2020_S_10,65155,Saturn,699,2451545.0,Ecliptic,25340324.214,0.3098,213.791,-706.9708,158.286,163.833,243.619,129942844,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_11,65202,Saturn,699,2451545.0,Ecliptic,11298935.021,0.394,110.250,-118.8436,96.017,49.282,94.245,38725439,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2020_S_12,65203,Saturn,699,2451545.0,Ecliptic,11317402.527,0.1726,81.043,11.2552,350.983,52.007,70.501,38821861,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2020_S_13,65204,Saturn,699,2451545.0,Ecliptic,11419316.427,0.5068,96.385,163.4054,230.497,44.097,41.621,39345480,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2020_S_14,65205,Saturn,699,2451545.0,Ecliptic,16196560.363,0.3219,54.741,319.8923,209.332,162.515,355.469,66429720,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_15,65206,Saturn,699,2451545.0,Ecliptic,16727751.593,0.5334,275.624,-324.7361,141.808,32.504,338.385,69796020,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2020_S_16,65207,Saturn,699,2451545.0,Ecliptic,16964361.99,0.4316,73.058,404.6135,185.449,166.593,268.683,71273339,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_17,65208,Saturn,699,2451545.0,Ecliptic,17100938.451,0.4236,287.214,2.2841,359.015,150.522,210.905,72096238,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2020_S_18,65209,Saturn,699,2451545.0,Ecliptic,17780865.638,0.1819,166.186,350.3122,218.210,168.254,204.002,76473962,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_19,65210,Saturn,699,2451545.0,Ecliptic,17733658.481,0.094,65.742,-199.1054,80.057,48.834,56.144,76122124,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2020_S_20,65211,Saturn,699,2451545.0,Ecliptic,18004828.647,0.1394,230.025,74.2751,330.499,172.385,92.911,77891760,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_21,65212,Saturn,699,2451545.0,Ecliptic,18860421.04,0.2955,188.147,-260.2463,95.525,167.584,328.299,83571299,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_22,65213,Saturn,699,2451545.0,Ecliptic,19453543.381,0.0636,36.674,-364.5567,130.572,159.351,271.362,87457622,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_23,65214,Saturn,699,2451545.0,Ecliptic,19797193.511,0.0915,62.008,-188.7323,64.578,166.953,153.529,89888460,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_24,65215,Saturn,699,2451545.0,Ecliptic,20613405.23,0.2135,114.464,180.2487,301.748,160.22,42.182,95507277,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_25,65216,Saturn,699,2451545.0,Ecliptic,20760070.452,0.3061,328.876,127.6992,318.402,170.485,242.292,96516481,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_26,65217,Saturn,699,2451545.0,Ecliptic,21283840.4,0.2482,143.250,-440.6819,141.016,160.899,252.995,100030982,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_27,65218,Saturn,699,2451545.0,Ecliptic,21816754.397,0.222,315.035,-104.6369,31.622,141.869,324.455,103854182,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_28,65219,Saturn,699,2451545.0,Ecliptic,22017644.589,0.5161,226.661,-7.2586,2.177,163.094,60.951,105218819,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_29,65220,Saturn,699,2451545.0,Ecliptic,22284573.549,0.0535,298.598,-406.6305,115.803,167.47,255.859,107434020,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_30,65221,Saturn,699,2451545.0,Ecliptic,21760502.063,0.5357,352.248,-205.3668,60.380,152.072,131.984,103768016,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_31,65222,Saturn,699,2451545.0,Ecliptic,22450903.549,0.2189,196.215,-0.5383,0.157,165.754,148.097,108561902,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_32,65223,Saturn,699,2451545.0,Ecliptic,21850005.399,0.5016,198.225,-308.1423,89.073,167.135,351.602,104444519,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_33,65224,Saturn,699,2451545.0,Ecliptic,22882477.892,0.5351,4.266,-587.0361,165.311,161.071,161.718,111961440,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_34,65225,Saturn,699,2451545.0,Ecliptic,22461085.954,0.1431,162.172,-412.5685,117.145,159.269,7.725,108398036,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_35,65226,Saturn,699,2451545.0,Ecliptic,23024712.732,0.2277,19.649,-366.5097,97.905,173.723,344.641,112749002,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_36,65227,Saturn,699,2451545.0,Ecliptic,22807344.03,0.3348,139.477,538.4889,216.465,168.127,26.952,111112923,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_37,65228,Saturn,699,2451545.0,Ecliptic,23715151.392,0.3667,211.334,669.4000,182.473,176.057,24.901,118093378,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_38,65229,Saturn,699,2451545.0,Ecliptic,23668417.273,0.5747,246.539,-376.1765,99.040,161.827,284.022,116850358,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2020_S_39,65230,Saturn,699,2451545.0,Ecliptic,24294233.996,0.3003,28.852,-625.8285,165.296,158.375,318.760,121922937,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_40,65231,Saturn,699,2451545.0,Ecliptic,23792840.275,0.4277,99.458,-254.1612,64.060,167.497,250.609,118346936,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_41,65232,Saturn,699,2451545.0,Ecliptic,25928209.073,0.4296,224.909,-283.8270,63.215,160.712,28.341,134300100,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_42,65233,Saturn,699,2451545.0,Ecliptic,25368057.727,0.5277,59.266,344.6983,278.420,162.305,15.508,130058940,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_43,65234,Saturn,699,2451545.0,Ecliptic,26673289.051,0.2264,256.549,463.6602,252.895,166.961,68.598,140425324,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2020_S_44,65235,Saturn,699,2451545.0,Ecliptic,27237215.208,0.1878,284.241,190.4926,317.643,168.903,28.066,145207382,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_01,65236,Saturn,699,2451545.0,Ecliptic,11209515.067,0.4582,296.922,118.4033,263.334,50.254,159.566,38263380,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2023_S_02,65237,Saturn,699,2451545.0,Ecliptic,11312483.698,0.2452,117.309,128.9235,257.198,47.686,253.755,38798222,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2023_S_03,65238,Saturn,699,2451545.0,Ecliptic,17649091.423,0.2686,264.169,216.1939,272.392,47.428,93.659,75600060,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2023_S_04,65239,Saturn,699,2451545.0,Ecliptic,17775626.641,0.2734,9.266,-300.3795,124.105,167.629,264.387,76387199,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_05,65240,Saturn,699,2451545.0,Ecliptic,25614423.074,0.5873,94.848,114.3335,334.205,170.054,235.020,132022380,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_06,65241,Saturn,699,2451545.0,Ecliptic,11956959.931,0.5043,103.667,-179.3404,133.479,43.211,54.338,42155338,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2023_S_07,65242,Saturn,699,2451545.0,Ecliptic,12137161.174,0.1865,102.758,-141.1556,102.079,45.77,289.622,43114438,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2023_S_08,65243,Saturn,699,2451545.0,Ecliptic,14020241.063,0.1254,278.754,-256.0089,149.533,165.677,240.055,53541302,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_09,65244,Saturn,699,2451545.0,Ecliptic,13169499.452,0.1362,209.874,118.1692,284.922,171.808,324.763,48739441,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_10,65245,Saturn,699,2451545.0,Ecliptic,15504873.236,0.3173,124.514,-142.6149,71.136,161.845,308.145,62250604,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_11,65246,Saturn,699,2451545.0,Ecliptic,14047238.187,0.2952,76.059,44.4793,334.130,171.37,192.937,53697004,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_12,65247,Saturn,699,2451545.0,Ecliptic,15805678.505,0.5768,182.492,41.9925,339.695,164.607,300.971,64101603,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_13,65248,Saturn,699,2451545.0,Ecliptic,15197649.083,0.1914,107.927,-341.2112,173.639,170.438,134.339,60409143,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_14,65249,Saturn,699,2451545.0,Ecliptic,16855911.473,0.4755,351.312,-142.6089,62.667,168.145,291.649,70576860,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_15,65250,Saturn,699,2451545.0,Ecliptic,18242722.808,0.5656,123.204,-404.6338,159.831,162.397,276.685,79482358,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_16,65251,Saturn,699,2451545.0,Ecliptic,17012887.744,0.2835,116.954,-187.0480,80.065,161.378,270.654,71531519,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_17,65252,Saturn,699,2451545.0,Ecliptic,17372855.753,0.593,246.651,-303.2178,128.037,30.196,240.755,73952819,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2023_S_18,65253,Saturn,699,2451545.0,Ecliptic,17410894.8,0.5096,280.030,-400.3178,169.570,35.266,78.085,73928462,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2023_S_19,65254,Saturn,699,2451545.0,Ecliptic,17593458.489,0.0351,204.510,82.8170,326.328,48.141,50.085,75247739,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2023_S_20,65255,Saturn,699,2451545.0,Ecliptic,17266697.748,0.3875,322.057,370.4486,200.593,136.53,112.612,73160522,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_21,65256,Saturn,699,2451545.0,Ecliptic,17759200.107,0.0658,341.722,-95.1393,38.924,159.369,124.128,76317837,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_22,65257,Saturn,699,2451545.0,Ecliptic,18578524.482,0.2809,266.666,-10.7596,4.083,48.474,121.842,81679977,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2023_S_23,65258,Saturn,699,2451545.0,Ecliptic,18788001.596,0.3552,91.467,-215.0852,81.613,166.574,187.078,83049719,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_24,65259,Saturn,699,2451545.0,Ecliptic,18365762.426,0.3813,319.957,-137.1692,54.077,168.172,1.364,80200377,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_25,65260,Saturn,699,2451545.0,Ecliptic,19154567.366,0.2758,293.606,474.3275,186.339,166.171,216.512,85408802,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_26,65261,Saturn,699,2451545.0,Ecliptic,19917735.968,0.3336,108.584,-391.1175,131.840,167.01,147.608,90526620,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_27,65262,Saturn,699,2451545.0,Ecliptic,19847603.377,0.7257,116.930,-270.6610,91.381,154.561,306.643,90016021,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_28,65263,Saturn,699,2451545.0,Ecliptic,19891855.265,0.5823,2.454,516.8004,189.399,169.258,59.608,90422404,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_29,65264,Saturn,699,2451545.0,Ecliptic,20036678.242,0.1475,46.849,-487.5985,163.138,171.319,227.454,91533957,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_30,65265,Saturn,699,2451545.0,Ecliptic,18246864.466,0.386,191.405,-6.9214,2.710,135.317,249.958,79463281,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_31,65266,Saturn,699,2451545.0,Ecliptic,20743131.648,0.1968,241.309,159.8101,308.310,161.278,261.103,96274561,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_32,65267,Saturn,699,2451545.0,Ecliptic,20471938.103,0.0357,90.677,-90.6157,29.522,170.145,195.082,94369683,Perifocal,0,0,0,1,0.000000266972,38160,FALSE,Norse,MinorBody
S2023_S_33,65268,Saturn,699,2451545.0,Ecliptic,21604896.224,0.6849,258.436,-164.8357,49.122,162.683,209.151,102562563,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_34,65269,Saturn,699,2451545.0,Ecliptic,20804063.851,0.6063,275.650,199.1846,293.474,168.651,302.948,96801117,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_35,65270,Saturn,699,2451545.0,Ecliptic,22285018.716,0.1545,165.176,-328.2112,93.382,166.622,340.948,107201820,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_36,65271,Saturn,699,2451545.0,Ecliptic,22266149.281,0.3576,156.788,166.1506,312.229,163.082,325.109,106929539,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_37,65272,Saturn,699,2451545.0,Ecliptic,19896449.066,0.229,240.521,327.0620,245.063,174.729,63.129,90494522,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2023_S_38,65273,Saturn,699,2451545.0,Ecliptic,12049698.277,0.8948,322.352,-238.9662,172.276,161.79,61.686,47201581,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
