ID,ID_JPLREF,PARENT,PARENT_JPLREF,EPOCH,REF_FRAME,A_SEMI_MAJOR_AXIS_KM,EC_ECCENTRICITY,W_ARG_PERIAPSIS_DEG,TP_TIME_DAYS,MA_MEAN_ANOMALY_DEG,IN_INCLINATION_DEG,OM_LONGITUDE_ASCENDING_NODE_DEG,PR_SIDEREAL_ORBIT_PERIOD_SEC,ROT_FRAME,TILT_OBLIQUITY_DEG,TILT_AZIMUTH_DEG,PARENT_ROT_LONG,MEAN_RADIUS_KM,GM_KM3/S2,SIDEREAL_PERIOD_SEC,RETROGRADE_ROT,GROUP,BODY_TYPE
Phoebe,609,Saturn,699,2451545.0,Ecliptic,12931993.022,0.1616,353.730,-89.5815,58.649,173.149,263.199,47546258,Ecliptic,25.67,330.848,250.176,106.5,0.55479,33480,TRUE,Norse,PlanetaryBody
Janus,610,Saturn,699,2451545.0,Ecliptic,152045.766,0.0073,163.908,-0.1550,79.741,28.053,169.849,60251,Ecliptic,28.131,349.142,314.227,89.2,0.12662,0,FALSE,Irregular Saturn,PlanetaryBody
Epimetheus,611,Saturn,699,2451545.0,Ecliptic,152055.244,0.0101,230.587,0.3148,198.165,28.056,169.874,60222,Ecliptic,28.359,349.098,5.049,58.2,0.03514,0,FALSE,Irregular Saturn,PlanetaryBody
Helene,612,Saturn,699,2451545.0,Ecliptic,377640.581,0.0074,169.398,-0.1508,19.789,28.076,169.907,236470,Ecliptic,28.223,349.309,195.578,18,0.00048,0,FALSE,Irregular,PlanetaryBody
Telesto,613,Saturn,699,2451545.0,Ecliptic,294975.036,0.001,216.170,0.0507,350.349,28.057,169.106,163106,Ecliptic,28.262,352.011,0.657,12.6,0.00048,0,FALSE,Irregular,MinorBody
Calypso,614,Saturn,699,2451545.0,Ecliptic,294974.222,0.0011,74.654,-0.0864,16.454,28.068,166.357,163106,Ecliptic,26.667,351.081,201.041,10.3,0.0003597,0,FALSE,Irregular,MinorBody
Atlas,615,Saturn,699,2451545.0,Ecliptic,138323.578,0.0048,345.419,0.0209,347.625,28.051,169.525,52238,Ecliptic,28.057,349.516,304.992,15.1,0.00037,0,FALSE,Irregular,MinorBody
Prometheus,616,Saturn,699,2451545.0,Ecliptic,140027.805,0.0049,28.893,-0.0461,26.824,28.051,169.510,53212,Ecliptic,28.057,349.516,20.212,43.1,0.01071,0,FALSE,Irregular,PlanetaryBody
Pandora,617,Saturn,699,2451545.0,Ecliptic,142351.334,0.0055,238.518,-0.1036,58.812,28.051,169.629,54550,Ecliptic,28.057,349.516,5.128,40.6,0.00926,0,FALSE,Irregular,PlanetaryBody
Pan,618,Saturn,699,2451545.0,Ecliptic,134263.628,0.0051,106.686,0.0001,359.934,28.051,169.527,49684,Ecliptic,28.081,349.479,82.225,14,0.0002869949,0,FALSE,Irregular,MinorBody
Ymir,619,Saturn,699,2451545.0,Ecliptic,22946726.805,0.3442,45.414,498.5492,216.610,172.52,204.735,112206116,Perifocal,0,0,0,8.5,0.0003737608,42919,FALSE,Norse,MinorBody
Paaliaq,620,Saturn,699,2451545.0,Ecliptic,14998131.46,0.4464,237.422,104.6120,304.656,46.298,353.198,59245802,Perifocal,0,0,0,12.5,0.000934402,67644,FALSE,Inuit,MinorBody
Tarvos,621,Saturn,699,2451545.0,Ecliptic,18228546.293,0.5884,282.964,273.7344,255.750,34.849,95.685,79313818,Perifocal,0,0,0,7.2,0.0001401603,38376,FALSE,Gallic,MinorBody
Ijiraq,622,Saturn,699,2451545.0,Ecliptic,11347034.232,0.3563,68.538,-35.5290,28.414,49.87,152.501,38976777,Perifocal,0,0,0,6.5,0.0001201374,46908,FALSE,Inuit,MinorBody
Suttungr,623,Saturn,699,2451545.0,Ecliptic,19395480.33,0.121,64.471,120.1504,317.773,174.422,253.182,87112377,Perifocal,0,0,0,3.5,0.00001802061,27612,FALSE,Norse,MinorBody
Kiviuq,624,Saturn,699,2451545.0,Ecliptic,11309402.049,0.1564,91.815,-210.0771,168.529,48.931,352.629,38785617,Perifocal,0,0,0,8.5,0.0002402748,78552,FALSE,Inuit,MinorBody
Mundilfari,625,Saturn,699,2451545.0,Ecliptic,18587901.779,0.2042,305.453,-258.4174,97.244,169.454,79.029,81759482,Perifocal,0,0,0,3.5,0.00001802061,24264,FALSE,Norse,MinorBody
Albiorix,626,Saturn,699,2451545.0,Ecliptic,16336781.76,0.5303,62.772,-37.4927,17.214,37.265,111.109,67311657,Perifocal,0,0,0,14.3,0.000800916,47988,FALSE,Gallic,MinorBody
Skathi,627,Saturn,699,2451545.0,Ecliptic,15582589.49,0.2393,202.610,-234.5514,117.184,148.82,284.065,62703184,Perifocal,0,0,0,4,0.00002536234,39960,FALSE,Norse,MinorBody
Erriapus,628,Saturn,699,2451545.0,Ecliptic,17511141.656,0.5432,279.921,124.9730,306.635,36.705,146.206,74729399,Perifocal,0,0,0,5,0.00006340585,101340,FALSE,Gallic,MinorBody
Siarnaq,629,Saturn,699,2451545.0,Ecliptic,17878284.835,0.4493,68.381,408.5838,190.712,46.539,63.964,77127543,Perifocal,0,0,0,19.7,0.002135776,36673,FALSE,Inuit,MinorBody
Thrymr,630,Saturn,699,2451545.0,Ecliptic,20325776.778,0.4679,92.035,27.3967,350.882,174.664,247.214,93504603,Perifocal,0,0,0,4,0.00002536234,139644,FALSE,Norse,MinorBody
Narvi,631,Saturn,699,2451545.0,Ecliptic,19291737.8,0.2947,178.183,-308.5204,109.144,137.501,179.039,86394963,Perifocal,0,0,0,3.5,0.00001802061,36756,FALSE,Norsee,MinorBody
Methone,632,Saturn,699,2451545.0,Ecliptic,194695.437,0.0025,134.538,-0.0448,15.899,28.051,169.490,87225,Perifocal,0,0,0,1.5,0.00000026163256,0,FALSE,Irregular Saturn,MinorBody
Pallene,633,Saturn,699,2451545.0,Ecliptic,212704.804,0.0042,100.403,-0.0035,1.091,28.044,169.140,99883,Perifocal,0,0,0,2.2,0.00001535089,0,FALSE,Irregular Saturn,MinorBody
Polydeuces,634,Saturn,699,2451545.0,Ecliptic,377644.693,0.0191,341.207,-0.5434,71.452,28.029,169.700,236470,Perifocal,0,0,0,1.3,0.0000005005725,0,FALSE,Irregular Saturn,MinorBody
Daphnis,635,Saturn,699,2451545.0,Ecliptic,137169.411,0.0048,113.490,-0.0002,0.117,28.052,169.531,51329,Perifocal,0,0,0,3.8,0.000004538524,0,FALSE,Irregular Saturn,MinorBody
Aegir,636,Saturn,699,2451545.0,Ecliptic,20677646.782,0.2507,244.882,-84.7255,27.180,167.57,182.040,95828642,Perifocal,0,0,0,3,0.00004338295,38160,FALSE,Norse,MinorBody
Bebhionn,637,Saturn,699,2451545.0,Ecliptic,17042004.826,0.3491,4.949,-383.5636,164.021,41.637,197.693,71681216,Perifocal,0,0,0,3,0.00001201374,58788,FALSE,Gallic,MinorBody
Bergelmir,638,Saturn,699,2451545.0,Ecliptic,19268551.063,0.1395,134.321,133.2415,310.994,158.032,207.806,86280656,Perifocal,0,0,0,2.5,0.00000734173,29268,FALSE,Norse,MinorBody
Bestla,639,Saturn,699,2451545.0,Ecliptic,20343061.199,0.703,85.499,358.7585,239.234,146.992,282.942,93566396,Perifocal,0,0,0,3.5,0.00001802061,52632,FALSE,Norse,MinorBody
Farbauti,640,Saturn,699,2451545.0,Ecliptic,20301813.656,0.2088,343.469,226.9960,285.158,157.555,138.123,93236340,Perifocal,0,0,0,3.5,0.000004338295,38160,FALSE,Norse,MinorBody
Fenrir,641,Saturn,699,2451545.0,Ecliptic,22338939.509,0.1289,114.827,-495.9517,147.607,163.445,234.721,107647618,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
Fornjot,642,Saturn,699,2451545.0,Ecliptic,24976415.126,0.197,321.982,524.4181,232.087,167.94,269.281,127039260,Perifocal,0,0,0,3,0.00000734173,29520,FALSE,Norse,MinorBody
Hati,643,Saturn,699,2451545.0,Ecliptic,19707076.479,0.3485,10.346,494.9948,183.311,162.311,316.341,89166839,Perifocal,0,0,0,2.5,0.00000734173,19620,FALSE,Norse,MinorBody
Hyrrokkin,644,Saturn,699,2451545.0,Ecliptic,18351071.758,0.3983,264.768,170.1513,295.111,153.851,40.151,80132276,Perifocal,0,0,0,4,0.00002536234,45936,FALSE,Norse,MinorBody
Kari,645,Saturn,699,2451545.0,Ecliptic,22027471.182,0.397,160.199,210.6973,299.542,147.744,288.286,105492300,Perifocal,0,0,0,3,0.00001802061,27720,FALSE,Norse,MinorBody
Loge,646,Saturn,699,2451545.0,Ecliptic,22913762.741,0.1815,20.380,77.6565,338.217,166.015,332.986,111933300,Perifocal,0,0,0,2.5,0.00000734173,24840,FALSE,Norse,MinorBody
Skoll,647,Saturn,699,2451545.0,Ecliptic,17631573.962,0.4223,186.235,-119.7316,49.129,154.959,294.028,75476759,Perifocal,0,0,0,2.5,0.00000734173,26136,FALSE,Norse,MinorBody
Surtur,648,Saturn,699,2451545.0,Ecliptic,22768359.659,0.425,314.230,-550.0147,160.632,167.035,255.215,110690461,Perifocal,0,0,0,3,0.000004338295,38160,FALSE,Norse,MinorBody
Anthe,649,Saturn,699,2451545.0,Ecliptic,198109.36,0.0025,240.845,0.0136,355.308,28.051,169.489,89761,Perifocal,0,0,0,0.9,0.0000001001145,0,FALSE,Irregular Saturn,MinorBody
Jarnsaxa,650,Saturn,699,2451545.0,Ecliptic,19276948.026,0.2226,229.070,451.1552,194.038,163.178,9.204,86324581,Perifocal,0,0,0,3,0.000004338295,38160,FALSE,Norse,MinorBody
Greip,651,Saturn,699,2451545.0,Ecliptic,18398184.577,0.3293,145.871,134.9904,307.636,172.621,335.716,80389921,Perifocal,0,0,0,2.5,0.00000734173,45900,FALSE,Norse,MinorBody
Tarqeq,652,Saturn,699,2451545.0,Ecliptic,17746554.501,0.1068,71.648,-291.6353,119.968,50.527,93.354,76278361,Perifocal,0,0,0,3.5,0.00001201374,274068,FALSE,Inuit,MinorBody
Aegaeon,653,Saturn,699,2451545.0,Ecliptic,168031.617,0.0032,62.937,-0.0043,1.913,28.051,169.528,69821,Perifocal,0,0,0,0.38,0.0000000052193026,0,FALSE,Irregular Saturn,MinorBody
Gridr,654,Saturn,699,2451545.0,Ecliptic,19264269.121,0.1991,271.878,-383.1319,138.020,162.633,330.789,86169476,Perifocal,0,0,0,2,0.000004338295,38160,FALSE,Norse,MinorBody
Angrboda,655,Saturn,699,2451545.0,Ecliptic,20607045.534,0.2267,104.465,-319.3671,101.422,177.451,279.512,95316359,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
Skrymir,656,Saturn,699,2451545.0,Ecliptic,21453287.815,0.4175,68.405,-208.6650,64.183,177.859,177.827,101323138,Perifocal,0,0,0,2,0.000004338295,38160,FALSE,Norse,MinorBody
Gerd,657,Saturn,699,2451545.0,Ecliptic,20962156.804,0.5008,306.983,459.1182,210.306,173.798,260.159,97796696,Perifocal,0,0,0,2,0.000002269262,0,FALSE,Norse,MinorBody
Eggther,659,Saturn,699,2451545.0,Ecliptic,19845441.49,0.1452,129.941,234.8296,280.820,167.355,84.397,90184622,Perifocal,0,0,0,3,0.00000734173,38160,FALSE,Norse,MinorBody
Beli,661,Saturn,699,2451545.0,Ecliptic,20703788.397,0.1028,263.864,34.4402,348.910,157.223,258.748,96100016,Perifocal,0,0,0,2,0.000002269262,19800,FALSE,Norse,MinorBody
Gunnlod,662,Saturn,699,2451545.0,Ecliptic,21149531.748,0.2488,24.550,-570.8063,178.320,158.068,293.343,99164339,Perifocal,0,0,0,2,0.000004338295,38160,FALSE,Norse,MinorBody
Thiazzi,663,Saturn,699,2451545.0,Ecliptic,23556023.337,0.4978,303.120,-440.5892,120.776,161.886,72.881,116798276,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
Alvaldi,665,Saturn,699,2451545.0,Ecliptic,21981349.686,0.2264,187.949,130.2236,321.791,176.277,321.584,105218283,Perifocal,0,0,0,3,0.000004338295,38160,FALSE,Norse,MinorBody
Geirrod,666,Saturn,699,2451545.0,Ecliptic,22233573.31,0.4748,349.566,-337.6657,98.015,153.346,127.828,107140018,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_07,65085,Saturn,699,2451545.0,Ecliptic,21360270.51,0.5212,54.809,-366.9878,117.085,165.804,323.807,100476841,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2004_S_12,65086,Saturn,699,2451545.0,Ecliptic,19799128.954,0.371,87.939,-31.4837,10.924,163.746,306.013,89889661,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_13,65087,Saturn,699,2451545.0,Ecliptic,18464282.114,0.2672,354.988,-133.3109,52.195,167.673,217.692,80878081,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_17,65088,Saturn,699,2451545.0,Ecliptic,19701063.756,0.1648,183.946,371.7887,228.066,167.546,12.473,89196716,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_21,65079,Saturn,699,2451545.0,Ecliptic,23189655.338,0.3231,174.859,581.9096,198.754,154.059,112.328,113712483,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_24,65070,Saturn,699,2451545.0,Ecliptic,23324810.824,0.0619,339.126,-440.8443,121.345,35.83,354.082,115026238,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Gallic,MinorBody
S2004_S_28,65077,Saturn,699,2451545.0,Ecliptic,21861220.858,0.147,191.851,-322.0617,95.909,170.615,128.928,104300637,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2004_S_26,658,Saturn,699,2451545.0,Ecliptic,26131915.129,0.1604,148.137,-609.8395,131.690,171.016,328.910,136015502,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2004_S_29,660,Saturn,699,2451545.0,Ecliptic,17072840.078,0.4894,309.540,363.0254,199.866,42.028,157.891,71908439,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Gallic,MinorBody
S2004_S_31,65067,Saturn,699,2451545.0,Ecliptic,17504016.611,0.2081,253.929,239.8328,261.667,48.988,82.460,74642939,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Inuit,MinorBody
S2004_S_34,664,Saturn,699,2451545.0,Ecliptic,24147683.47,0.2581,354.502,-98.9411,25.035,165.464,292.560,121040343,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_36,65081,Saturn,699,2451545.0,Ecliptic,23370797.913,0.6356,213.487,-514.4448,131.665,149.185,212.714,115413483,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_37,65082,Saturn,699,2451545.0,Ecliptic,15963081.993,0.4926,72.581,366.9330,187.461,163.94,135.472,65020018,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_39,65084,Saturn,699,2451545.0,Ecliptic,23197551.752,0.0991,223.350,-316.3315,83.775,167.427,168.997,113939283,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_40,65098,Saturn,699,2451545.0,Ecliptic,16075028.387,0.2883,127.170,145.0444,291.718,169.935,37.862,65750340,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_41,65104,Saturn,699,2451545.0,Ecliptic,18101287.494,0.3178,232.590,41.7254,343.518,167.657,43.654,78528303,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_42,65108,Saturn,699,2451545.0,Ecliptic,18248954.964,0.1585,106.539,86.4604,325.808,165.467,3.861,79478038,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_43,65111,Saturn,699,2451545.0,Ecliptic,18942546.422,0.4228,234.143,-39.1044,14.387,172.219,192.061,84054482,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_44,65112,Saturn,699,2451545.0,Ecliptic,19519304.074,0.1283,175.338,184.5307,293.756,168.66,39.360,87947821,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2004_S_45,65113,Saturn,699,2451545.0,Ecliptic,19687488.206,0.4868,350.581,-218.2594,75.666,147.544,305.975,89152739,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_46,65121,Saturn,699,2451545.0,Ecliptic,20511775.876,0.2576,297.932,446.6449,209.111,176.134,280.820,94779780,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2004_S_47,65123,Saturn,699,2451545.0,Ecliptic,16058114.251,0.3146,295.620,-52.3977,24.948,159.93,294.817,65596617,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_48,65139,Saturn,699,2451545.0,Ecliptic,22164533.122,0.3794,286.407,574.2878,195.233,163.063,194.517,106260180,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_49,65141,Saturn,699,2451545.0,Ecliptic,22429752.975,0.4521,199.275,-64.7490,19.007,156.817,221.235,108145558,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_50,65142,Saturn,699,2451545.0,Ecliptic,22334473.723,0.4432,197.901,-256.7563,71.406,163.336,176.000,107757363,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2004_S_51,65150,Saturn,699,2451545.0,Ecliptic,25234934.841,0.2215,72.740,-342.9413,85.812,169.253,293.684,129116817,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_52,65152,Saturn,699,2451545.0,Ecliptic,26445347.894,0.2862,292.401,114.9763,333.317,165.518,204.754,138748620,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2004_S_53,65154,Saturn,699,2451545.0,Ecliptic,23270198.788,0.2421,284.338,-140.5517,37.184,162.708,215.718,114582298,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_54,65158,Saturn,699,2451545.0,Ecliptic,11279918.948,0.4312,108.269,-85.8096,69.467,47.719,80.174,38632982,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2004_S_55,65159,Saturn,699,2451545.0,Ecliptic,11298456.075,0.177,79.712,-74.5471,59.965,50.588,196.582,38721180,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2004_S_56,65160,Saturn,699,2451545.0,Ecliptic,13672445.492,0.3568,96.332,-276.5702,165.947,162.399,343.187,51554344,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2004_S_57,65161,Saturn,699,2451545.0,Ecliptic,18160603.731,0.2744,61.136,390.8159,202.632,169.671,39.226,78889559,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2004_S_58,65162,Saturn,699,2451545.0,Ecliptic,18265493.973,0.1987,120.198,-468.9100,179.851,44.9,284.423,79557422,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Inuit,MinorBody
S2004_S_59,65163,Saturn,699,2451545.0,Ecliptic,19169747.444,0.263,221.641,213.0137,282.923,170.317,125.060,85638116,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2004_S_60,65164,Saturn,699,2451545.0,Ecliptic,19514405.308,0.2895,264.622,7.4042,357.393,172.315,321.813,87966302,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2004_S_61,65165,Saturn,699,2451545.0,Ecliptic,20998138.726,0.4509,40.571,-538.1079,175.639,170.009,176.581,98069581,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2005_S_04,65129,Saturn,699,2451545.0,Ecliptic,11327437.025,0.197,106.724,140.5366,247.496,51.516,169.394,38873520,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Inuit,MinorBody
S2005_S_05,65135,Saturn,699,2451545.0,Ecliptic,21364414.309,0.6019,284.614,-31.9400,9.921,174.344,84.771,100738616,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2005_S_06,65166,Saturn,699,2451545.0,Ecliptic,18114134.429,0.0639,76.621,-420.7780,164.264,49.084,166.566,78587582,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2005_S_07,65167,Saturn,699,2451545.0,Ecliptic,18518478.401,0.5547,132.821,486.0538,180.894,32.222,269.715,81193977,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Gallic,MinorBody
S2006_S_01,65089,Saturn,699,2451545.0,Ecliptic,18756969.361,0.0923,159.104,-232.7013,87.019,154.536,333.550,82799159,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2006_S_03,65090,Saturn,699,2451545.0,Ecliptic,21353090.976,0.411,191.846,-419.8920,124.934,152.66,213.365,100657676,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2006_S_09,65100,Saturn,699,2451545.0,Ecliptic,14412226.111,0.251,342.205,-115.4702,64.786,173.769,35.857,55777861,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_10,65109,Saturn,699,2451545.0,Ecliptic,18993676.808,0.1571,79.501,-469.1841,173.765,160.974,350.862,84356104,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_11,65114,Saturn,699,2451545.0,Ecliptic,19720174.237,0.1379,160.089,20.2560,352.866,172.588,254.375,89281621,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_12,65115,Saturn,699,2451545.0,Ecliptic,19553751.948,0.6284,78.042,313.7956,249.767,34.25,155.156,88325580,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Gallic,MinorBody
S2006_S_13,65117,Saturn,699,2451545.0,Ecliptic,19962625.545,0.3338,254.467,321.7706,248.544,164.587,44.325,90920102,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2006_S_14,65125,Saturn,699,2451545.0,Ecliptic,21070621.887,0.0542,135.529,308.5262,265.163,164.599,274.399,98605797,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_15,65136,Saturn,699,2451545.0,Ecliptic,21796538.82,0.1192,224.787,158.0945,313.492,160.77,12.170,103826223,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2006_S_16,65137,Saturn,699,2451545.0,Ecliptic,21733328.871,0.2175,282.495,-204.7894,62.883,166.143,165.352,103259102,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_17,65138,Saturn,699,2451545.0,Ecliptic,22438497.82,0.3956,149.417,522.8773,206.570,166.141,274.121,108040081,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2006_S_18,65143,Saturn,699,2451545.0,Ecliptic,22758527.698,0.1382,62.734,-49.3929,14.181,171.049,47.439,110772723,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2006_S_19,65149,Saturn,699,2451545.0,Ecliptic,23848802.849,0.4637,19.230,649.6757,196.126,173.378,281.171,118456137,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2006_S_20,65157,Saturn,699,2451545.0,Ecliptic,13194439.945,0.2109,77.640,-240.4682,152.924,174.675,61.151,48884161,Perifocal,0,0,0,2.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_21,65168,Saturn,699,2451545.0,Ecliptic,14981160.337,0.2043,157.172,-77.3165,40.983,168.879,328.326,59121481,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_22,65169,Saturn,699,2451545.0,Ecliptic,15115104.717,0.2489,71.624,202.7225,254.294,171.047,231.173,59911021,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_23,65170,Saturn,699,2451545.0,Ecliptic,18275094.332,0.1981,72.414,129.1280,309.962,42.879,257.104,79648980,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Inuit,MinorBody
S2006_S_24,65171,Saturn,699,2451545.0,Ecliptic,18217400.162,0.3528,39.666,-26.1288,10.374,165.327,204.707,79277098,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_25,65172,Saturn,699,2451545.0,Ecliptic,18576222.237,0.3013,130.085,30.1349,348.461,156.811,277.401,81653884,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_26,65173,Saturn,699,2451545.0,Ecliptic,18625181.538,0.2391,2.468,410.9341,201.067,173.809,147.895,81965278,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2006_S_27,65174,Saturn,699,2451545.0,Ecliptic,19207532.22,0.1396,91.342,-17.2914,6.238,170.434,3.607,85863361,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2006_S_28,65175,Saturn,699,2451545.0,Ecliptic,21968739.97,0.2084,241.882,-323.5451,98.656,175.634,152.815,104935020,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2006_S_29,65176,Saturn,699,2451545.0,Ecliptic,25197421.507,0.2519,301.422,-430.2580,101.415,159.238,82.284,129149277,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2007_S_02,65091,Saturn,699,2451545.0,Ecliptic,15945719.218,0.2365,46.364,-20.7583,9.892,176.565,107.072,64914964,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2007_S_03,65092,Saturn,699,2451545.0,Ecliptic,19619654.733,0.1402,323.443,160.5792,304.451,176.606,99.608,88620359,Perifocal,0,0,0,2.5,0.000004338295,38160,FALSE,Norse,MinorBody
S2007_S_05,65101,Saturn,699,2451545.0,Ecliptic,15841088.416,0.0992,44.624,-47.8179,22.965,160.051,128.774,64282084,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2007_S_06,65107,Saturn,699,2451545.0,Ecliptic,18544755.972,0.1607,18.995,31.2563,347.959,164.797,324.117,81473342,Perifocal,0,0,0,1.5,0.000000934402,38160,FALSE,Norse,MinorBody
S2007_S_07,65130,Saturn,699,2451545.0,Ecliptic,15937806.766,0.2196,149.269,-131.1368,63.720,168.932,3.893,64868757,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2007_S_08,65131,Saturn,699,2451545.0,Ecliptic,17070961.74,0.5918,258.777,-14.4427,6.242,32.077,202.202,71816639,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Gallic,MinorBody
S2007_S_09,65153,Saturn,699,2451545.0,Ecliptic,20190084.686,0.3678,125.234,351.2225,240.320,158.34,269.401,92431316,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Norse,MinorBody
S2007_S_10,65177,Saturn,699,2451545.0,Ecliptic,11367203.717,0.5166,94.284,-29.5754,23.534,40.271,287.066,39083697,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Inuit,MinorBody
S2007_S_11,65178,Saturn,699,2451545.0,Ecliptic,17418878.632,0.4025,349.066,306.8297,233.716,40.773,53.863,74263081,Perifocal,0,0,0,2,0.000002269262,38160,FALSE,Gallic,MinorBody
S2009_S_01,none,Saturn,699,2451545,Equatorial,116914,0,106.686,0.1,0,0,169.527,0,Perifocal,0,0,0,0.15,4.1773E-10,40752,FALSE,Irregular Saturn,MinorBody
